Title,Price sale,Price origin,url,CPU type,RAM type,Number of RAM slots,Material,Security,Manufacturer,Panel material,Screen size,Screen resolution,Operating system,Brand,Storage,Ram,CPU
Laptop Lenovo Ideapad Slim 5 14IAH8 83BF002NVN,12190000,17290000,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14iah8-83bf002nvn.html,"Intel Core i5-12450H (8 lõi: (4P + 4E) / 12 luồng: P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB)",LPDDR5-4800 Onboard,,Vỏ kim loại,Firmware TPM 2.0 ,,Tấm nền IPS,14,1920 x 1200 pixels (WUXGA),Windows 11,Lenovo,1024.0,16,i5
Laptop HP Pavilion 14-DV2073TU 7C0P2PA,13490000,20990000,https://cellphones.com.vn/laptop-hp-pavilion-14-dv2073tu-7c0p2pa.html,"Intel Core i5-1235U, 10 lõi / 12 luồng, 4.40 GHz, 12MB",DDR4 3200MHz,2 x 8 GB,,,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,HP,512.0,16,i5
Laptop Huawei Matebook D15,7990000,13990000,https://cellphones.com.vn/laptop-huawei-matebook-d15-r7-5700u.html,AMD Ryzen 7-5700U,DDR4 Onboard,,,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Huawei,512.0,8,Ryzen 7
Laptop MSI Gaming Bravo 15 B7ED-010VN,13490000,18490000,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-b7ed-010vn.html,"AMD Ryzen 5 - 7535HS (6 lõi / 12 luồng, 3.30 GHz, Turbo Boost 4.55 GHz, 16 MB)",DDR5 4800 MHz,"(2 thanh 8 GB, nâng cấp tối đa 64 GB)",Vỏ nhựa,TPM 2.0,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,16,Ryzen 5
Laptop Lenovo IdeaPad 3 14ITL6 82H701QWVN,6390000,11290000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14itl6-82h701qwvn.html,"Intel Core i3-1115G4 (2 lõi / 4 luồng, 3.0 / 4.1GHz, 6MB)",DDR4-3200 Onboard,2 khe nâng cấp tối đa 16GB (8GB Onboard + 1 khe trống),Vỏ nhựa,Firmware TPM 2.0,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,512.0,8,i3
Macbook Air M3 13 inch 2024 8GB - 256GB | Chính hãng Apple Việt Nam,25390000,27990000,https://cellphones.com.vn/macbook-air-m3-13-inch-2024.html,CPU Apple M3 8 LõiNeural Engine 16 lõi,,,,,,,13.6,,Mac,Mac,256.0,8,M3
Laptop ASUS VivoBook S 14 FLIP TP3402VA-LZ025W,8490000,16990000,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz025w.html,"I3-1315U 2 GHz (10MB cache, up to 4.5 GHz, 6 lõi/8 luồng)",DDR4 Onboard,8GB onboard + 1 khe ramNâng cấp tối đa 16GB,Vỏ kim loại,McAfee LiveSafe 30 ngày dùng thử miễn phíTrusted Platform Module MyASUS feature System diagnosis,ASUS,Tấm nền IPS,14,1920 x 1200 pixels (WUXGA),Windows 11,ASUS,256.0,8,I3
Macbook Air M3 15 inch 2024 8GB - 256GB | Chính hãng Apple Việt Nam,29690000,32990000,https://cellphones.com.vn/macbook-air-m3-15-inch-2024.html,CPU Apple M3 8 LõiNeural Engine 16 lõi,,,,,,,15.3,,Mac,Mac,256.0,8,M3
Laptop MSI Gaming GF63 12VE-460VN,18490000,22490000,https://cellphones.com.vn/laptop-msi-gaming-gf63-12ve-460vn.html,"Intel Core i5 Alder Lake - 12450H (8 lõi / 12 luồng, 2.00 GHz,  Turbo Boost 4.4 GHz, 12MB)",DDR4 3200 MHz,"2 khe (1 khe 8 GB + 1 khe rời, hỗ trợ nâng cấp tối đa 64GB)",Vỏ kim loại,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,8,i5
Laptop ASUS Zenbook 14 OLED UM3402YA-KM405W,17490000,24990000,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-um3402ya-km405w.html,"AMD Ryzen 5 7530U (2.0GHz, 6 lõi / 12 luồng, 16MB cache, up to 4.5 GHz max boost)",LPDDR4X Onboard,,Vỏ kim loại,Cảm biến vân tay tích hợp với Power Key McAfee LiveSafe Mô-đun nền tảng đáng tin cậy (TPM),,Tấm nền Oled,14,2880 x 1800 pixels,Windows 11,ASUS,512.0,16,Ryzen 5
Laptop Lenovo Ideapad Slim 5 14IAH8 83BF002NVN,12190000,17290000,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14iah8-83bf002nvn.html,"Intel Core i5-12450H (8 lõi: (4P + 4E) / 12 luồng: P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB)",LPDDR5-4800 Onboard,,Vỏ kim loại,Firmware TPM 2.0 ,,Tấm nền IPS,14,1920 x 1200 pixels (WUXGA),Windows 11,Lenovo,1024.0,16,i5
Laptop ASUS TUF Gaming F15 FX507ZC4-HN074W,16490000,25990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507zc4-hn074w.html,"Intel Core i5-12500H (2.5 GHz, 18M Cache, up to 4.5 GHz, 12 lõi: 4 P và 8 E)",DDR4-3200 SO-DIMM,2 khe SO-DIMM (Nâng cấp tối đa 32GB),,MCAFEE_30DBIOS Administrator Password và bảo vệ mật khẩu người dùng Khe bảo mật Kensington Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,ASUS,1024.0,8,i5
Laptop ASUS VivoBook 15 OLED A1505VA-L1114W,14590000,20990000,https://cellphones.com.vn/laptop-asus-vivobook-15-oled-a1505va-l1114w.html,"Intel Core i5-13500H 2.6 GHz (18MB Cache, up to 4.7 GHz, 12 lõi / 16 luồng)",DDR4,2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM),Vỏ nhựa,McAfee LiveSafe 30 ngày dùng thử miễn phí McAfee LiveSafe BIOS Bảo vệ mật khẩu người dùng BIOS setup user password Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Tấm nền Oled,15.6,1920 x 1080 pixels (FullHD),Windows 11,ASUS,512.0,16,
Laptop ASUS VivoBook Go 14 E1404FA-NK177W,9290000,14490000,https://cellphones.com.vn/laptop-asus-vivobook-go-14-e1404fa-nk177w.html,"AMD Ryzen 5 7520U (4MB cache, up to 4.3 GHz, 4 lõi/8 luồng)",LPDDR5 onboard,,Vỏ nhựa,McAfee LiveSafe 30 ngày dùng thử miễn phí Cảm biến vân tay tích hợp với Touchpad McAfee LiveSafe Khởi động BIOS bảo vệ mật khẩu người dùng  Mô-đun nền tảng đáng tin cậy (Firmware TPM),ASUS,Tấm nền TN,14,1920 x 1080 pixels (FullHD),Windows 11,ASUS,512.0,16,Ryzen 5
Laptop HP Pavilion 14-DV2073TU 7C0P2PA,13490000,20990000,https://cellphones.com.vn/laptop-hp-pavilion-14-dv2073tu-7c0p2pa.html,"Intel Core i5-1235U, 10 lõi / 12 luồng, 4.40 GHz, 12MB",DDR4 3200MHz,2 x 8 GB,,,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,HP,512.0,16,i5
Laptop ASUS TUF GAMING F15 FX506HF-HN014W,13290000,21990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506hf-hn014w.html,"Intel Core i5-11400H (12MB Cache, up to 4.6GHz, 6 lõi / 12 luồng)",DDR4 3200MHz,2 khe RAM nâng cấp tối đa 32GB,Vỏ nhựa,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,ASUS,512.0,8,i5
Macbook Pro 14 M3 8GB - 512GB | Chính hãng Apple Việt Nam,36490000,39990000,https://cellphones.com.vn/macbook-pro-14-inch-m3-2023-8gb-512gb.html,Apple M3 8 nhân,,,,Touch ID,,,14.2,3024 x 1964 pixels ,Mac,Mac,512.0,8,M3
Laptop MSI Gaming GF63 12UC-887VN,15990000,20990000,https://cellphones.com.vn/laptop-msi-gaming-gf63-12uc-887vn.html,"Intel Core i7-12650H 3.5GHz up to 4.70GHz 24MB, 10 nhân, 16 luồng",8GB (8x1) DDR4 3200MHz ,"2x SO-DIMM, nâng cấp tối đa 64GB SDRAM",Vỏ nhựa,,,Tấm nền IPS,15.6,1080 x 1920 pixels (FullHD),Windows 11,MSI,512.0,8,i7
Laptop HP Victus 15-FA1155TX 952R1PA,14990000,23590000,https://cellphones.com.vn/laptop-hp-victus-15-fa1155tx-952r1pa.html,"Core i5 12450H 3.3GHz, Turbo tối đa 4.4 GHz",4GB x 2 DDR4 3200,2,,,,,15.6,1080 x 1920 pixels (FullHD),Windows 11,HP,512.0,8,i5
Laptop MSI Gaming GF63 12UCX-841VN,12990000,17990000,https://cellphones.com.vn/laptop-msi-gaming-msi-gf63-12ucx-841vn.html,"Intel Core i5-12450H (2.0 GHz - 4.4 GHz, 12MB, 8 nhân / 12 luồng)",DDR4 3200MHz,1 khe trống ( nâng cấp tối đa 64GB),,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,8,i5
Laptop ASUS Gaming ROG Zephyrus G14 GA402NJ-L4056W,27490000,42990000,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga402nj-l4056w.html,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 16MB L3 cache, up to 4.7 GHz max boost)",DDR5,8GB DDR5 Onboard 8GB DDR5-4800 SO-DIMM (có thể tháo ra nâng cấp tối đa 24GB),,,,Tấm nền IPS,14,1920 x 1200 pixels (WUXGA),Windows 11,ASUS,1024.0,16,Ryzen 7
Laptop ASUS TUF Gaming A15 FA506NF-HN005W,13490000,19990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa506nf-hn005w.html,"AMD Ryzen™ 5 7535HS Processor 3.3GHz (19MB Cache, up to 4.55 GHz, 6 Nhân, 12 Luồng)",8GB DDR5-4800MHz ,2 khe SO-DIMM (Nâng cấp tối đa 32GB),,Mật khẩu quản trị BIOS và Bảo vệ mật khẩu người dùngKhe an toàn Kensington Security Slot™Module Nền tảng Tin cậy (TPM Firmware),ASUS,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,ASUS,512.0,8,
MacBook Pro 16 inch M2 Pro 2023 (12 CPU - 19 GPU - 16GB - 512GB),46990000,65990000,https://cellphones.com.vn/macbook-pro-16-inch-m2-pro-2023.html,Apple M2 Pro 12 nhân,,,,Bảo mật vân tay,,,16,3456 x 2234 pixels ,Mac,Mac,1024.0,16,M2
Laptop Lenovo IdeaPad Slim 3 14IAH8 83EQ0005VN,10890000,15490000,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14iah8-83eq0005vn.html,"Intel Core i5-12450H (8 lõi (4P + 4E) / 12 luồng, P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB)",LPDDR5-4800 Onboard,,Vỏ nhựa,Firmware TPM 2.0,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,1024.0,16,i5
Laptop ASUS Zenbook 14 Oled UX3405MA-PP151W,23990000,28990000,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-ux3405ma-pp151w.html,"Intel® Core™ Ultra 5 125H 1.2 GHz (18MB Cache, tối đa 4.5 GHz, 14 nhân, 18 luồng); Intel® AI Boost NPU",LPDDR5X on board,Không hỗ trợ nâng cấp,Vỏ kim loại,McAfee® 30 days free trialIR webcam with Windows Hello supportMcAfee®Trusted Platform Module (TPM) 2.0,,Tấm nền Oled,14,2880 x 1800 pixels,Windows 11,ASUS,512.0,16,iltra
Laptop ASUS VivoBook 14 OLED A1405VA-KM095W,14590000,20990000,https://cellphones.com.vn/laptop-asus-vivobook-14-oled-a1405va-km095w.html,"Intel Core i5-13500H (18MB Cache, upto 4.7GHz, 12 lõi / 16 luồng)",8GB DDR4 on board + 8GB DDR4 SO-DIMM,,Vỏ nhựa,,,Tấm nền OLED/AMOLED,14,2880 x 1800 pixels,Windows 11,ASUS,512.0,16,i5
Macbook Air 15 inch M2 2023 8GB 256GB sạc 70W | Chính hãng Apple Việt Nam,25590000,32990000,https://cellphones.com.vn/macbook-air-15-inch-m2-2023-sac-70w.html,Apple M2 8 nhân,,,Vỏ kim loại,Bảo mật touch ID,,,15.4,,Mac,Mac,256.0,8,M2
Laptop Lenovo Yoga Slim 7 14IMH9 83CV001UVN,25290000,29990000,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-14imh9-83cv001uvn.html,"Intel Core Ultra 7 155H (16 lõi (6P + 8E + 2LPE) / 22 luồng, Max Turbo up to 4.8GHz, 24MB)",LPDDR5x-7467 Onboard,,Vỏ kim loại,Firmware TPM 2.0,,Tấm nền Oled,14,1920 x 1200 pixels (WUXGA),Windows 11,Lenovo,1024.0,32,Ultra Ultra
Surface Pro 8 Core i5 / 8GB / 128GB Nhập khẩu chính hãng,17990000,22990000,https://cellphones.com.vn/surface-pro-8.html,11th Gen Intel® Core™ i5-1135G7 ,8GB LPDDR4,,,,,,13,2880 x 1920 pixels,Mac,Mac,128.0,8,i5
Laptop ASUS VivoBook 15 X1504VA-NJ069W,7390000,12690000,https://cellphones.com.vn/laptop-asus-vivobook-15-x1504va-nj069w.html,"Intel Core i3-1315U 1.2 GHz (10MB Cache, up to 4.5GHz, 6 nhân / 8 luồng)",Onboard DDR4 ,8GB Onboard + 1 khe (tối đa 16GB),Vỏ kim loại,Bảo mật vân tay,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,ASUS,512.0,8,i3
Laptop Asus ROG Zephyrus M16 GU604VI-NM779W,64890000,77990000,https://cellphones.com.vn/laptop-asus-rog-zephyrus-m16-gu604vi-nm779w.html,"Intel Core i9-13900H (14 lõi / 20 luồng, upto 5.40 GHz, 24 MB)",2 * 16GBDDR5 4800Mhz,2 khe SO-DIMM (nâng cấp tối đa 64GB),,,,,16,2560x1600 pixel (QHD+),Windows 11,Asus,1024.0,32,i9
Laptop Acer Gaming Aspire 7 A715-76-53PJ,12490000,16990000,https://cellphones.com.vn/laptop-acer-gaming-aspire-7-a715-76-53pj.html,"Intel Core i5-12450H (8 lõi / 12 luồng, 4.4GHz, 12MB)",DDR4 3200Mhz ,2 khe (Hỗ trợ nâng cấp tối đa 32GB),,Mở khóa vân tay,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Acer,1024.0,16,i5
Laptop Lenovo V14 G4 AMN 82YT00M8VN,8890000,13290000,https://cellphones.com.vn/laptop-lenovo-v14-g4-amn-82yt00m8vn.html,"AMD Ryzen 5 7520U (4 lõi / 8 luồng, 2.8 / 4.3GHz, 2MB L2 / 4MB L3)",LPDDR5-5500 Onboard,,Vỏ nhựa,"Firmware TPM 2.0 Khe cắm bảo mật Nano Kensington, 2.5 x 6 mm",,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,512.0,16,Ryzen 5
Mac mini M2 2023 (8 CPU - 10 GPU - 8GB - 256GB) | Chính hãng Apple Việt Nam,12990000,15990000,https://cellphones.com.vn/mac-mini-m2-2023.html,Apple M2 8 nhân ,8GB,,,,,,14,,Mac,Mac,256.0,8,M2
Laptop Lenovo Ideapad 3 15IAU7 82RK001PVN,8390000,17990000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15iau7-82rk001pvn.html,"Intel Core i5-1235U (10 lõi (2P + 8E) / 12 luồng, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB)",DDR4-3200 Onboard,1 khe trống (Hỗ trợ nâng cấp lên đến 16 GB (8GB Onboard + 8GB SO-DIMM)),Vỏ nhựa,Firmware TPM 2.0 Enabled  Cảm biến vân tay tích hợp nút nguồn,,Tấm nền TN,15.6,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,1024.0,8,i5
Laptop ASUS  ZenBook 14 OLED UX3402VA-KM203W,19690000,25990000,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-ux3402va-km203w.html,"Intel Core i5-1340P (1.9 GHz, 12MB Cache, up to 4.6 GHz, 12 lõi / 16 luồng)",LPDDR5 Onboard,,Vỏ kim loại,McAfee LiveSafe 30 ngày dùng thử miễn phí  Cảm biến vân tay tích hợp phím nguồn McAfee LiveSafe Mô-đun nền tảng đáng tin cậy (TPM),ASUS,Tấm nền OLED/AMOLED,14,2880 x 1800 pixels,Windows 11,ASUS,512.0,16,
Laptop Huawei Matebook D15,7990000,13990000,https://cellphones.com.vn/laptop-huawei-matebook-d15-r7-5700u.html,AMD Ryzen 7-5700U,DDR4 Onboard,,,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Huawei,512.0,8,Ryzen 7
Laptop ASUS Vivobook 15 X1504ZA-NJ582W,6990000,12990000,https://cellphones.com.vn/laptop-asus-vivobook-15-x1504za-nj582w.html,"Intel Core i3-1215U (1.2 GHz, 10M Cache, up to 4.4 GHz, 6 lõi)",DDR4 Onboard,,Vỏ nhựa,McAfee LiveSafe 30 ngày dùng thử miễn phí Cảm biến vân tay tích hợp Touchpad McAfee LiveSafe Khởi động BIOS bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Mô-đun nền tảng đáng tin cậy (Firmware TPM),,,15.6,1920 x 1080 pixels (FullHD),Windows 11,ASUS,512.0,8,i3
Laptop HP Envy X360 BF0112TU 7C0N9PA,20190000,29690000,https://cellphones.com.vn/laptop-hp-envy-x360-13-bf0112tu-7c0n9pa.html,Intel Core i5 Alder Lake - 1230U (10 nhân 12 luồng) Xung nhịp 1Ghz - Turbo Boost 4.4 GHz,LPDDR4X (Onboard)  4266 MHz,Không hỗ trợ nâng cấp,,,,Tấm nền IPS,13.3,2880 x 1800 pixels,Windows 11,HP,512.0,16,i5
Laptop Lenovo IdeaPad Slim 3 14IAH8 83EQ0009VN,11290000,16490000,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14iah8-83eq0009vn.html,"Intel Core i5-12450H (8 lõi (4P + 4E) / 12 luồng, P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB)",LPDDR5-4800 Onboard,Không hỗ trợ nâng cấp,Vỏ nhựa,Firmware TPM 2.0 ,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,1024.0,16,i5
Laptop Lenovo LOQ 15IAX9 83GS001SVN,14990000,20990000,https://cellphones.com.vn/laptop-lenovo-loq-15iax9-83gs001svn.html,"Intel Core i5-12450HX (8C/ 12T, up to 4.40GHz, 12MB)",DDR5-4800,2 khe (1 khe RAM 12GB + 1 khe RAM trống hỗ trợ nâng cấp tối đa 32GB),Vỏ nhựa,,Lenovo,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,512.0,12,i5
Laptop ASUS VivoBook 15 X1504VA-NJ070W,12490000,18490000,https://cellphones.com.vn/laptop-asus-vivobook-15-x1504va-nj070w.html,"Intel Core i5-1335U (12MB Cache, 1.3 GHz up to 4.6 GHz, 10 lõi / 12 luồng)",DDR4,2 khe (8GB Onboard + 8GB SO-DIMM),Vỏ nhựa,McAfee LiveSafe 30 ngày dùng thử miễn phí  Cảm biến vân tay tích hợp với Touchpad McAfee LiveSafe Khởi động BIOS bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,ASUS,512.0,16,i5
Laptop Lenovo Yoga Duet 7 13ITL6 82MA009NVN,15990000,28490000,https://cellphones.com.vn/laptop-lenovo-yoga-duet-7-13itl6-82ma009nvn.html,"Intel Core i5-1135G7 (4C / 8T, 2.4 / 4.2GHz, 8MB)",DDR4,,Vỏ kim loại,,,Tấm nền IPS,13,2160 x 1350 pixels,Windows 11,Lenovo,512.0,8,i5
Laptop HP Pavilion X360 14-EK1047TU 80R25PA,21390000,27290000,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-ek1047tu-80r25pa.html,"Intel Core i7 - 1355U (1.70 GHz,  Turbo Boost 5.0 GHz, 10 lõi / 12 luồng, 12 MB)",DDR4 Onboard 3200 MHz,,Vỏ kim loại,,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,HP,512.0,16,i7
Laptop MSI Gaming Bravo 15 B7ED-010VN,13490000,18490000,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-b7ed-010vn.html,"AMD Ryzen 5 - 7535HS (6 lõi / 12 luồng, 3.30 GHz, Turbo Boost 4.55 GHz, 16 MB)",DDR5 4800 MHz,"(2 thanh 8 GB, nâng cấp tối đa 64 GB)",Vỏ nhựa,TPM 2.0,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,16,Ryzen 5
Laptop Acer Gaming Aspire 5 A515-58GM-53PZ,13490000,20490000,https://cellphones.com.vn/laptop-acer-gaming-aspire-5-a515-58gm-53pz.html,"Intel Core i5-13420H (3.40 Ghz, Up to 4.60Ghz, 8 lõi / 12 luồng, 12 MB Intel Smart Cache)",DDR4 3200MHz,2 khe (Nâng cấp tối đa 32 GB),Vỏ nhựa,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Acer,1024.0,8,i5
Macbook Air M3 15 inch 2024 16GB - 256GB sạc 70W | Chính hãng Apple Việt Nam,34990000,37990000,https://cellphones.com.vn/macbook-air-m3-15-inch-2024-16gb-256gb.html,CPU Apple M3 8 LõiNeural Engine 16 lõi,,,,,,,15.6,,Mac,Mac,256.0,16,M3
Macbook Pro 14 M3 Pro 18GB - 1TB | Chính hãng Apple Việt Nam,55990000,59990000,https://cellphones.com.vn/macbook-pro-14-inch-m3-pro-2023-18gb-1tb.html,Apple M3 Pro 12 nhân,,,,Touch ID,,,14.2,3024 x 1964 pixels ,Mac,Mac,1024.0,18,M3
MacBook Pro 14 inch M3 2023 (8 CPU - 10 GPU 16GB 512GB),42490000,44990000,https://cellphones.com.vn/macbook-pro-14-inch-m3-2023-16gb-512gb.html,Apple M3 8 nhân,,,,Touch ID,,,14.2,3024 x 1964 pixels ,Mac,Mac,512.0,16,M3
Laptop Lenovo ThinkBook 15 G5 IRL 21JD002FVN,13290000,18490000,https://cellphones.com.vn/laptop-lenovo-thinkbook-15-g5-irl-21jd002fvn.html,"Intel Core i5-1335U, 10 nhân (2P + 8E) / 12 luồngP-core 1.3 / 4.6GHz E-core 0.9 / 3.4GHz, 12MB",DDR4-3200,8GB Onboard + 8GB SO-DIMM ,Vỏ nhựa - nắp lưng kim loại,Firmware TPM 2.0 EnabledBảo mật vân tayCông tắc khoá camera,,Tấm nền IPS,15.6,1080 x 1920 pixels (FullHD),Windows 11,Lenovo,1024.0,16,i5
Laptop Acer Aspire 7 A715-76G-5806,16990000,22990000,https://cellphones.com.vn/laptop-acer-aspire-7-a715-76g-5806.html,"Intel Core i5 - 12450H (8 lõi / 12 luồng, 2.00 GHz, Turbo Boost 4.4 GHz, 12 MB)",DDR4 3200 MHz,"2 khe (1 khe 8 GB + 1 khe 8 GB, nâng cấp tối đa 32 GB)",Vỏ nhựa,Vân tay,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Acer,1024.0,16,i5
Laptop Lenovo IdeaPad 3 14ITL6 82H701QWVN,6390000,11290000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14itl6-82h701qwvn.html,"Intel Core i3-1115G4 (2 lõi / 4 luồng, 3.0 / 4.1GHz, 6MB)",DDR4-3200 Onboard,2 khe nâng cấp tối đa 16GB (8GB Onboard + 1 khe trống),Vỏ nhựa,Firmware TPM 2.0,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,512.0,8,i3
Mac mini M2 2023 (8 CPU - 10 GPU - 16GB - 256GB) | Chính hãng Apple Việt Nam,17990000,22990000,https://cellphones.com.vn/mac-mini-m2-16gb-2023.html,Apple M2 8 nhân ,16GB,,,,,,14,,Mac,Mac,256.0,16,M2
Laptop Asus Expertbook B1402CBA-NK2669W,10990000,19990000,https://cellphones.com.vn/laptop-asus-expertbook-b1402cba-nk2669w.html,"Intel Core i5-1240P (1.7 GHz, 12M Cache, up to 4.4 GHz, 12 lõi)",DDR4 Onboard,,Vỏ nhựa,Cảm biến vân tay tích hợp Touchpad  Khe cắm bảo mật Kensington Nano (6x 2.5mm) Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Máy tính đã sẵn sàng từ BIOS Bảo vệ và bảo mật mật khẩu người dùng HDD Mô-đ,,Tấm nền TN,14,1920 x 1080 pixels (FullHD),Windows 11,Asus,512.0,16,i5
Laptop ASUS VivoBook X415EA-EK2043W,6290000,11490000,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-ek2043w.html,"Intel Core i3 - 1115G4 (2 lõi / 4 luồng, 3.00 GHz, Turbo Boost 4.1 GHz, 6 MB)",DDR4 3200 MHz,2 khe (1 khe 8 GB Onboard + 1 khe trống) nâng cấp tối đa 16 GB,Vỏ nhựa,,,,14,1920 x 1080 pixels (FullHD),Windows 11,ASUS,256.0,8,i3
Laptop ASUS TUF Gaming F15 FX507VU-LP198W,24990000,30990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vu-lp198w.html," Intel® Core™ i7-13620H 2.4 GHz (24M Cache, Up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)",8GB DDR5-4800,2 khe SO-DIMM (Nâng cấp tối đa 32GB),,Mật khẩu quản trị BIOS và Bảo vệ mật khẩu người dùngKhe an toàn Kensington Security Slot™Module Nền tảng Tin cậy (TPM Firmware),ASUS,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,ASUS,512.0,8,i7
Laptop HP 15S-FQ5231TU 8U241PA,6990000,11990000,https://cellphones.com.vn/laptop-hp-15s-fq5231tu-8u241pa.html,"Core i3 1215U 1.2GHz, Turbo tối đa 4.4ghz (6 nhân, 8 luồng)",DDR4 3200,,,,,,15.6,1080 x 1920 pixels (FullHD),Windows 11,HP,256.0,8,i3
MacBook Air 15 inch M2 2023 16GB 256GB | Chính hãng Apple Việt Nam,33990000,37990000,https://cellphones.com.vn/macbook-air-15-inch-m2-2023-16gb-256gb.html,"Apple M2 (8 nhân, 100 GB/s memory bandwidth)",,,Vỏ kim loại,,,Tấm nền IPS,15,,Mac,Mac,256.0,16,M2
Laptop ASUS TUF Gaming A15 FA507NV-LP046W,22490000,35990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nv-lp046w.html,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 16MB L3 cache, up to 4.7 GHz max boost)",DDR5-4800 SO-DIMM,2 khe SO-DIMM (Nâng cấp tối đa 32GB),,BIOS Administrator Password and User Password Protection  Khóa bảo mật Kensington Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,ASUS,1024.0,8,Ryzen 7
