Title,Price sale,Price origin,Screen,CPU,Ram,Storage,Graphics,Operating system,Weight,Dimensions,Origin,Year,"urlre""",Brand,Name,CPU_Model,CPU_Code,Screen size,Resolution,Panel_Type,Refresh_Rate,Brightness,Product
"Laptop Asus Vivobook E1404FA-NK186W R5 7520U/16GB/512GB/14"" FHD/Win11 (No.00872250)",12290000.0,14990000.0,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 250 nits, LED-backlit",Ryzen 5,16,512.0,AMD Radeon Graphics,Windows 11,1.3,32.45 x 21.39 x 1.79 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-e1404fa-nk186w-r5-7520u,Asus,Asus Vivobook E1404FA-NK186W R5 7520U,Ryzen 5,7520U,14.0,1920 x 1080 Pixels,IPS,60,250 nits,E1404FA-NK186W R5 7520U
"Laptop Lenovo Gaming LOQ - 15IAX9 i5 12450HX/AI/16GB/512GB/15.6""FHD/Nvidia RTX 2050 4GB/Win11 (No.00906453)",18490000.0,21490000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144, 300 nits, Anti-Glare",i5,16,512.0,NVIDIA GeForce RTX 2050 4GB GDDR6,Windows 11,2.3,359.86 x 258.7 x 21.9-23.9 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15iax-9-i5-12450hx,Lenovo,Lenovo Gaming LOQ - 15IAX9 i5 12450HX,Core i5,12450HX,15.6,1920 x 1080 Pixels,IPS,144,300 nits,LOQ - 15IAX9 i5 12450HX
Laptop HP 14s-em0086AU R5 7520U/16GB/512GB/14''FHD/AMD Radeon Graphics/Win11 (No.00874398),13490000.0,15190000.0,"14 inch, 1920 x 1080 Pixels, SVA, 60 Hz, 250 nits, FHD",Ryzen 5,16,512.0,AMD Radeon Graphics,Windows 11,1.4,32.37 x 21.5 x 1.79 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/hp-14s-em0086au-r5-7520u,HP,HP 14s-em0086AU R5 7520U,Ryzen 5,7520U,14,1920 x 1080 Pixels,SVA,60,250 nits,R5 7520U
"Laptop Acer Aspire 3 A315-44P-R5QG R7 5700U/16GB/512GB/15.6""FHD/Win11 (No.00906291)",12490000.0,14990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 60, FHD",Ryzen 7,16,512.0,AMD Radeon Graphics,Windows 11,1.7,362.9 x 241.26 x 19.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-44p-r5qg-r7-5700u,Acer,Acer Aspire 3 A315-44P-R5QG R7 5700U,Ryzen 7,7500U,15.6,1920 x 1080 Pixels,IPS,60,FHD,3 A315-44P-R5QG R7 5700U
Laptop HP Pavilion Aero 13-be2098AU R7 7735U/16GB/512GB/13.3''WUXGA/Win11 (No.00900050),19490000.0,21990000.0,"13.3 inch, 1920 x 1200 Pixels, IPS, , 400 nits, LCD",Ryzen 7,16,512.0,AMD Radeon Graphics,Windows 11,1,29.76 x 20.9 x 1.69 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-aero-13-be2098au-r7-7735u,HP,HP Pavilion Aero 13-be2098AU R7 7735U,Ryzen 7,7735U,13.3,1920 x 1200 Pixels,IPS,,400 nits,Aero 13-be2098AU R7 7735U
"Laptop Asus TUF Gaming FX507ZC4-HN095W i5 12500H/16GB/512GB/15.6""/Nvidia RTX 3050 4GB/Win11 (No.00883758)",20990000.0,24990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, Anti - Glare",i5,16,512.0,NVIDIA GeForce RTX 3050 4GB; Intel Iris Xe Graphics,Windows 11,2.2,35.4 x 25.1 x 2.24 ~ 2.49 cm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx507zc4-hn095w-i5-12500h,Asus,Asus TUF Gaming FX507ZC4-HN095W i5 12500H,Core i5,12500H,15.6,1920 x 1080 Pixels,IPS,144,250 nits,Gaming FX507ZC4-HN095W i5 12500H
"Laptop Lenovo Ideapad 3 15IAU7 i7 1255U/16GB/512GB/15.6""FHD/Win 11 (No.00899872)",15690000.0,17490000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, Hãng không công bố Hz, 300 nits, IPS",i7,16,512.0,Intel Iris Xe Graphics,Windows 11,1.6,359.2 x 236.5 x 19.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-3-15iau7-i7-1255u,Lenovo,Lenovo Ideapad 3 15IAU7 i7 1255U,Core i7,1255U,15.6,1920 x 1080 Pixels,IPS,Hãn,300 nits,3 15IAU7 i7 1255U
"Laptop MSI Modern 14 C7M-220VN R5 7530U/8GB/512GB/14""FHD/Win 11 (No.00895155)",10490000.0,11990000.0,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, FHD",Ryzen 5,8,512.0,AMD Radeon Graphics,Windows 11,1.4,319.9 x 223 x 19.35 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-14-c7m-220vn-r5-7530u,MSI,MSI Modern 14 C7M-220VN R5 7530U,Ryzen 5,7530U,14.0,1920 x 1080 Pixels,IPS,60,FHD,14 C7M-220VN R5 7530U
Laptop Asus TUF Gaming FX506HF-HN017W i5 11400H/16GB/512GB/GeForce RTX 2050 4GB/Win11 (No.00870696),17490000.0,19990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Anti-Glare",i5,16,512.0,,Windows 11,2.3,359 x 256 x 22.8 ~ 24.3 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx506hf-hn017w-i5-11400h,Asus,Asus TUF Gaming FX506HF-HN017W i5 11400H,Core i5,11400H,15.6,1920 x 1080 Pixels,IPS,144,Anti-Glare,Gaming FX506HF-HN017W i5 11400H
"Laptop Dell Inspiron 15 N3530 i5 1335U/16GB/512GB/15.6""FHD/NVIDIA MX550 2GB/Win11/Office HS21 (No.00904770)",22090000.0,22090000.0,"15.6 inch, FHD (1920 x 1080), WVA, 120 Hz, 250 nits, Anti-Glare LED-Backlit Display",i5,16,512.0,NVIDIA GeForce MX550 2GB,Windows 11,1.6,358 x 236 x 18 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-n3530-i5-1335u,Dell,Dell Inspiron 15 N3530 i5 1335U,Core i5,1335U,15.6,FHD (1920 x 1080),WVA,120,250 nits,15 N3530 i5 1335U
"Laptop Asus Vivobook X1404ZA-NK387W i3 1215U/8GB/512GB/14"" FHD/Win11 (No.00904944)",9990000.0,11990000.0,"14 inch, FHD (1920 x 1080), IPS, 60 Hz, FHD",i3,8,512.0,Intel UHD Graphics,Windows 11,1.4,32.49 x 21.39 x 1.79 ~ 1.79 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x1404za-nk387w-i3-1215u,Asus,Asus Vivobook X1404ZA-NK387W i3 1215U,Core i3,1215U,14,FHD (1920 x 1080),IPS,60,FHD,X1404ZA-NK387W i3 1215U
"Laptop Lenovo IdeaPad 3 14IAH8 i5 12450H/16GB/512GB/14""FHD/Win11 (No.00898312)",13890000.0,15490000.0,"14.0 inch, 1920 x 1080 Pixels, IPS, 60 Hz, 300 nits, Anti - Glare",i5,16,512.0,Intel UHD Graphics,Windows 11,1.3,324.3 x 213.8 x 17.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-3-14iah8-i5-12450h,Lenovo,Lenovo IdeaPad 3 14IAH8 i5 12450H,Core i5,12450H,14.0,1920 x 1080 Pixels,IPS,60,300 nits,3 14IAH8 i5 12450H
"Laptop MSI Gaming Thin GF63 12VE-454VN i5 12450H/16GB/512GB/15.6"" FHD/GeForce RTX 4050 6GB/Win 11 (No.00878325)",19990000.0,22990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, IPS FHD",i5,16,512.0,NVIDIA GeForce RTX 4050 6GB GDDR6; Intel Iris Xe Graphics,Windows 11,1.8,359 x  254 x 21.7 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-thin-gf63-12ve-454vn-i5-12450h,MSI,MSI Gaming Thin GF63 12VE-454VN i5 12450H,Core i5,12450H,15.6,1920 x 1080 Pixels,IPS,144,IPS FHD,Thin GF63 12VE-454VN i5 12450H
"Laptop Dell Inspiron 15 N3520 i5 1235U/16GB/512GB/15.6""FHD/Win11/Office HS21 (N5I5011W1) (No.00906638)",16490000.0,16990000.0,"15.6 inch, 1920 x 1200 Pixels, WVA, 120, 250 nits, Anti-Glare LED-Backlit Display",i5,16,512.0,Intel Iris Xe Graphics,Windows 11,1.9,35.85 x 23.49 x 1.75 cm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/laptop-dell-inspiron-15-n3520-i5-1235u1-n5i5011w1,Dell,Dell Inspiron 15 N3520 i5 1235U,Core i5,1235U,15.6,1920 x 1200 Pixels,WVA,120,250 nits,15 N3520 i5 1235U
"Laptop HP 245 G10 R5 7520U/8GB/256GB/14""FHD/Win11 (8F154PA) (No.00900029)",10490000.0,13290000.0,"14.0 inch, 1920 x 1080 Pixels, 1920 x 1080 Pixels, IPS, 60 Hz, LCD",Ryzen 5,8,256.0,AMD Radeon Graphics,Windows 11,1.3,32.4 x 21.5 x 1.79 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/hp-245-g10-r5-7520u,HP,HP 245 G10 R5 7520U,Ryzen 5,7520U,14.0,1920 x 1080 Pixels,1920 x 1080 Pixels,IPS,60 Hz,G10 R5 7520U
"Laptop Acer Aspire 7 Gaming A715-76-57CY i5 12450H/8GB/512GB/15.6""""FHD/Win11 (No.00881876)",12490000.0,16990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 60 Hz, Acer ComfyView LED-backlit",i5,8,512.0,Intel UHD Graphics,Windows 11,2.1,362.3 x 237.4  x 19.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-7-gaming-a715-76-57cy-i5-12450h,Acer,Acer Aspire 7 Gaming A715-76-57CY i5 12450H,Core i5,12450H,15.6,1920 x 1080 Pixels,IPS,60,Acer ComfyView LED-backlit,7 Gaming A715-76-57CY i5 12450H
"Laptop Asus Vivobook X1504VA-NJ526W i5 1335U/16GB/512GB SSD/15.6"" FHD/Win11 (No.00904943)",15990000.0,18990000.0,"15.6 inch, FHD (1920 x 1080), IPS, 60 Hz, FHD",i5,16,512.0,Intel Iris Xe Graphics,Windows 11,1.7,35.97 x 23.25 x 1.79 ~ 1.79 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x1504va-nj526w-i5-1335u,Asus,Asus Vivobook X1504VA-NJ526W i5 1335U,Core i5,1335U,15.6,FHD (1920 x 1080),IPS,60,FHD,X1504VA-NJ526W i5 1335U
"Laptop Lenovo IdeaPad 1 15ALC7 R5 5500U/16GB/512GB/15.6"" FHD/Win11 (No.00901952)",10490000.0,12990000.0,"15.6 inch, 1920 x 1080 Pixels, TN, 60 Hz, 220 nits, FHD",Ryzen 5,16,512.0,AMD Radeon 610 2GB; AMD Radeon Graphics,Windows 11,1.5,360.2 x 236 x 17.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-1-15alc7-r5-5500u,Lenovo,Lenovo IdeaPad 1 15ALC7 R5 5500U,Ryzen 5,5500U,15.6,1920 x 1080 Pixels,TN,60,220 nits,1 15ALC7 R5 5500U
"Laptop HP 15s-fq5144TU i7 1255U/16GB/512GB/15.6""FHD/Win11 (No.00859668)",18490000.0,22890000.0,"15.6 inch, 1920 x 1080 Pixels, WVA, 60 Hz, 250 nits, Wide-Viewing Angle (WVA)",i7,16,512.0,,Windows 11,1.6,"35,85 x 24,2 x 1,79 cm",Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5144tu-i7-1255u,HP,HP 15s-fq5144TU i7 1255U,Core i7,1255U,15.6,1920 x 1080 Pixels,WVA,60,250 nits,i7 1255U
Laptop Asus Vivobook M3504YA-L1268W R5 7530U/16GB/512GB/15.6''OLED/Win11 (No.00895027),15490000.0,18990000.0,"15.6 inch, 1920 x 1080 Pixels, 1920 x 1080 Pixels Màn hình chính:, OLED, 60 Hz, OLED, OLED Màn hình chính:",Ryzen 5,16,512.0,Intel Iris Xe Graphics,Windows 11,1.7,35.97 x 23.25 x 1.79 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-m3504ya-l128w-r5-7530u,Asus,Asus Vivobook M3504YA-L1268W R5 7530U,Ryzen 5,7530U,15.6,1920 x 1080 Pixels,1920 x 1080 Pixels Màn hình chính:,OLE,60 Hz,M3504YA-L1268W R5 7530U
Laptop HP 14s-em0078AU R5 7520U/8GB/ 512GB/14''FHD/Win11 (No.00873154),12490000.0,14190000.0,"14 inch, 1920 x 1080 Pixels, SVA, 60 Hz, 250 nits, FHD",Ryzen 5,8,512.0,AMD Radeon Graphics,Windows 11,1.4,32.37 x 21.5 x 1.79 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/hp-14s-em0078au-r5-7520u,HP,HP 14s-em0078AU R5 7520U,Ryzen 5,7520U,14,1920 x 1080 Pixels,SVA,60,250 nits,R5 7520U
"Laptop HP Pavilion 14-dv2071TU i7 1255U/16GB/512GB/14""FHD/Win11 (No.00884156)",20990000.0,25190000.0,"14 inch, 1920 x 1080 Pixels, IPS, 60 Hz, IPS",i7,16,512.0,Intel Iris Xe Graphics,Windows 11,1.4,32.5 x 21.66 x 1.7 cm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-14-dv2071tu-i7-1255u,HP,HP Pavilion 14-dv2071TU i7 1255U,Core i7,1255U,14,1920 x 1080 Pixels,IPS,60,IPS,14-dv2071TU i7 1255U
"Laptop MSI Gaming GF63 Thin 11UC-1228VN i7-11800H/8GB/512GB/15.6""FHD/GeForce RTX3050_4GB/Win11 (No.00859660)",20490000.0,20490000.0,"15,6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, IPS",i7,8,512.0,NVIDIA GeForce RTX 3050 4GB,Windows 11,1.8,359 * 245 * 21.7 mm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-thin-11uc-1228vn-i7-11800h,MSI,MSI Gaming GF63 Thin 11UC-1228VN i7-11800H,Core i7,11800H,15,6 inch,1920 x 1080 Pixels,IPS,144 Hz,GF63 Thin 11UC-1228VN i7-11800H
"Laptop Masstel E140 Celeron N4120/4GB/128GB/14""HD/Win 10 (No.00800737)",3590000.0,7990000.0,"14.0 inch, 1366 x 768 Pixels, IPS, 60 Hz, 250 nits, IPS LCD",Celeron,4,128.0,Intel UHD Graphics,Windows 11,1.3,329 x 220 x 18.7 mm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/masstel-e140-celeron-n4120,Masstel,Masstel E140 Celeron N4120,Celeron,N4120,14.0,1366 x 768 Pixels,IPS,60,250 nits,Celeron N4120
"Laptop Dell Vostro V3520 i5 1235U/16GB/512GB/15.6""FHD/Win11/Office HS21 (No.00907316)",16490000.0,16990000.0,"15.6 inch, FHD (1920 x 1080), WVA, 120, 250 nits, Anti-Glare LED-Backlit Display",i5,16,512.0,Intel Iris Xe Graphics,Windows 11,1.9,35.85 x 23.49 x 1.75 cm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/dell-vostro-v3520-i5-1235u,Dell,Dell Vostro V3520 i5 1235U,Core i5,1235U,15.6,FHD (1920 x 1080),WVA,120,250 nits,V3520 i5 1235U
"Laptop Asus Vivobook 16 X1605ZA-MB193W i3 1215U/8GB/512GB/16"" WUXGA/Win11 (No.00879616)",12290000.0,12290000.0,"16.0 inch, 1920 x 1200 Pixels, IPS, 60 Hz, Anti - Glare",i3,8,512.0,Intel UHD Graphics,Windows 11,1.6,35.87 x 24.95 x 1.99 ~ 1.99 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-16-x1605za-mb193w-i3-1215u,Asus,Asus Vivobook 16 X1605ZA-MB193W i3 1215U,Core i3,1215U,16.0,1920 x 1200 Pixels,IPS,60,Anti - Glare,16 X1605ZA-MB193W i3 1215U
"Laptop Acer Aspire 3 A315-510P-34XZ i3 N305/8GB/512GB/15.6""FHD/Win11 (No.00906639)",8990000.0,10990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 60, FHD",i3,8,512.0,Intel UHD Graphics,Windows 11,1.7,362.9 x 237.5 x 18.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-510p-34xz-i3-n305,Acer,Acer Aspire 3 A315-510P-34XZ i3 N305,Core i3,N305,15.6,1920 x 1080 Pixels,IPS,60,FHD,3 A315-510P-34XZ i3 N305
"Laptop Dell Inspiron 15 N3530 i7 1355U/16GB/512GB/15.6""FHD/NVIDIA MX550 2GB/Win11/Office HS21 (No.00902024)",25290000.0,25490000.0,"15.6 inch, 1920 x 1080 Pixels, WVA, 120 Hz, 250 nits, Anti-Glare LED-Backlit Display",i7,16,512.0,,Windows 11,1.6,"358,50 x 234,90 x 17,50 ",Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-15-n3530-i7-1355u-mx550,Dell,Dell Inspiron 15 N3530 i7 1355U,Core i7,1355U,15.6,1920 x 1080 Pixels,WVA,120,250 nits,15 N3530 i7 1355U
"Laptop MSI Gaming GF63 12UCX-841VN i5 12450H/8GB/512GB/15.6"" FHD/RTX2050_4GB/Win11 (No.00902058)",17990000.0,17990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD",i5,8,512.0,NVIDIA Geforce RTX 2050 4GB,Windows 11,1.8,359 x 254 x 21.7 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-12ucx-841vn-i5-12450h,MSI,MSI Gaming GF63 12UCX-841VN i5 12450H,Core i5,12450H,15.6,1920 x 1080 Pixels,IPS,144,250 nits,GF63 12UCX-841VN i5 12450H
Laptop Acer Aspire 7 Gaming A715-76G-5806 i5 12450H/16GB/512GB/NVIDIA RTX3050 4GB/Win11 (No.00902037),19990000.0,22990000.0,"15.6  Chính: inch, 1920 x 1080 Pixels, IPS, 144  Màn hình chính: Hz, Acer ComfyView LED-backlit",i5,16,512.0,NVIDIA GeForce RTX 3050 4GB,Windows 11,2.1,36.23 x 23.74 x 1.99  (W x D x H) cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-7-gaming-a715-76g-5806-i5-12450h,Acer,Acer Aspire 7 Gaming A715-76G-5806 i5 12450H,Core i5,12450H,15.6,1920 x 1080 Pixels,IPS,144,Acer ComfyView LED-backlit,7 Gaming A715-76G-5806 i5 12450H
"Laptop Acer Aspire Lite AL15-51M-55NB i5-1155G7/8GB/512GB/15.6""FHD/Win11 (No.00906442)",12990000.0,12990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 60, FHD",i5,8,512.0,Intel Iris Xe Graphics,Windows 11,1.7,360.4 x 239.3 x 19.7 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-al15-51m-55nb-i5-1155g7,Acer,Acer Aspire Lite AL15-51M-55NB i5-1155G7,Core i5,1155G7,15.6,1920 x 1080 Pixels,IPS,60,FHD,Lite AL15-51M-55NB i5-1155G7
"Laptop Gigabyte Gaming G5 MF-F2VN313SH i5 12450H/16GB/512GB/15.6""FHD/Geforce RTX4050 6GB/Win11 (No.00881860)",23290000.0,23290000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Anti-Glare",i5,16,512.0,NVIDIA GeForce RTX 4050 6GB GDDR6; Intel Iris Xe Graphics,Windows 11,1.9,360(W) x 238(D) x  227(H) mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-g5-mf-f2vn313sh-i5-12450h,Gigabyte,Gigabyte Gaming G5 MF-F2VN313SH i5 12450H,Core i5,12450H,15.6,1920 x 1080 Pixels,IPS,144,Anti-Glare,G5 MF-F2VN313SH i5 12450H
Laptop Asus TUF Gaming FA507NU-LP045W R7 7735HS/16GB/512GB/15.6''/Nvidia RTX 4050 6GB/Win11 (No.00904948),23490000.0,27990000.0,"15.6 inch, FHD (1920 x 1080), IPS, 144 Hz, FHD",Ryzen 7,16,512.0,NVIDIA GeForce RTX 4050 6GB GDDR6,Windows 11,2.2,35.4 x 25.1 x 2.24 ~ 2.49 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fa507nu-lp045w-r7-7735hs,Asus,Asus TUF Gaming FA507NU-LP045W R7 7735HS,Ryzen 7,7735HS,15.6,FHD (1920 x 1080),IPS,144,FHD,Gaming FA507NU-LP045W R7 7735HS
"Laptop Asus Vivobook Pro K3405VC-KM070W i9 13900H/16GB/512GB/14"" OLED 2.8K/GeForce RTX3050 4GB/Win11 (No.00879631)",26490000.0,33990000.0,"14.0 inch, 2880 x 1800 Pixels, IPS, 90 Hz, OLED",i9,16,512.0,NVIDIA GeForce RTX 3050 4GB,Windows 11,140,31.71 x 22.25 x 1.89 ~ 1.89 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-pro-k3405vc-km070w-i9-13900h,Asus,Asus Vivobook Pro K3405VC-KM070W i9 13900H,Core i9,13900H,14.0,2880 x 1800 Pixels,IPS,90,OLED,Pro K3405VC-KM070W i9 13900H
"Laptop Lenovo IdeaPad Slim 5 Light 14ABR8 R5 7530U/8GB/512GB/14""FHD/Win 11 (No.00906643)",12690000.0,16990000.0,"14 inch, 1920 x 1080 Pixels, IPS, 240, 300 nits, IPS LCD",Ryzen 5,8,512.0,AMD Radeon Graphics,Windows 11,1.1,324.1x215.7x17.1 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-5-light-14abr8-r5-7530u,Lenovo,Lenovo IdeaPad Slim 5 Light 14ABR8 R5 7530U,Ryzen 5,7530U,14,1920 x 1080 Pixels,IPS,240,300 nits,Slim 5 Light 14ABR8 R5 7530U
"Laptop Asus TUF Gaming FX506HC-HN144W i5 11400H/8GB/512GB/15.6""FHD/GeForce RTX 3050 4GB/Win 11 (No.00807493)",21990000.0,21990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, Anti-glare LED-backlit",i5,8,512.0,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,Windows 11,2.3,359.0 x 256.0 x 22.8 mm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx506hc-hn144w-i5-11400h,Asus,Asus TUF Gaming FX506HC-HN144W i5 11400H,Core i5,11400H,15.6,1920 x 1080 Pixels,IPS,144,Anti-glare LED-backlit,Gaming FX506HC-HN144W i5 11400H
"Laptop HP 15-fd0083TU i7 1355U/16GB/512GB/15.6""FHD/Win11 (No.00900039)",22490000.0,22490000.0,"15.6 inch, 1920 x 1080 Pixels, SVA, 60 Hz, LCD",i7,16,512.0,,Windows 11,1.5,35.98 x 23.6 x 1.86 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/hp-15-fd0083tu-i7-1355u,HP,HP 15-fd0083TU i7 1355U,Core i7,1355U,15.6,1920 x 1080 Pixels,SVA,60,LCD,i7 1355U
"Laptop Lenovo IdeaPad Slim 5 16IAH8 i5 12450H/16GB/512GB/16""WUXGA/Win11 (No.00884149)",15490000.0,17490000.0,"16 inch, 1920 x 1200 Pixels, IPS, 60 Hz, 300 nits, Anti - Glare",i5,16,512.0,Intel UHD Graphics,Windows 11,1.8,356 x 251 x 17.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-5-16iah8-i5-12450h,Lenovo,Lenovo IdeaPad Slim 5 16IAH8 i5 12450H,Core i5,12450H,16,1920 x 1200 Pixels,IPS,60,300 nits,Slim 5 16IAH8 i5 12450H
Laptop HP Pavilion 15-eg3112TU i7 1355U/16GB/512GB/15.6''FHD/Win11 (No.00900043),25290000.0,25290000.0,"15.6 inch, FHD (1920 x 1080), IPS, Hãng không công bố Hz, LCD",i7,16,512.0,,Windows 11,1.6,36.02 x 23.4 x 1.8 (W x D x H) cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg3112tu-i7-1355u,HP,HP Pavilion 15-eg3112TU i7 1355U,Core i7,1335U,15.6,FHD (1920 x 1080),IPS,Hãn,LCD,15-eg3112TU i7 1355U
"Laptop Acer Gaming Aspire 5 A515-58GM-53CM i5 13420H/32GB/512GB/15.6""FHD/RTX2050 4GB/Win11 (No.00907314)",22990000.0,22990000.0,"15.6 inch, FHD (1920 x 1080), IPS, 144, FHD",i5,32,512.0,NVIDIA GeForce RTX 2050; Intel UHD Graphics,Windows 11,1.7,361  x 237  x 17.9 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-aspire-5-a515-58g-53cm-i5-13420h,Acer,Acer Gaming Aspire 5 A515-58GM-53CM i5 13420H,Core i5,13420H,15.6,FHD (1920 x 1080),IPS,144,FHD,Aspire 5 A515-58GM-53CM i5 13420H
"Laptop Lenovo ThinkBook 14 G6 IRL i5-13500H/16GB/512GB/14""WUXGA/Win11 (No.00906632)",20890000.0,20890000.0,"14 inch, 1920 x 1200 Pixels, IPS, 60, 300 nits, Anti-Glare LED-Backlit Display",i5,16,512.0,Intel Iris Xe Graphics,Windows 11,1.3,313.5 x 224 x 16.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkbook-14-g6-irl-i5-13500h,Lenovo,Lenovo ThinkBook 14 G6 IRL i5-13500H,Core i5,13500H,14,1920 x 1200 Pixels,IPS,60,300 nits,14 G6 IRL i5-13500H
"Laptop MSI Gaming GF63 Thin 12UC-1006VN i5 12450H/16GB/512GB/15.6""FHD/Nvidia RTX 3050 4GB/Win11 (No.00904737)",19990000.0,19990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, IPS",i5,16,512.0,NVIDIA GeForce RTX 3050 4GB; Intel UHD Graphics,Windows 11,1.8,359 x 254 x 21.7 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-thin-12uc-1006vn-i5-12450h,MSI,MSI Gaming GF63 Thin 12UC-1006VN i5 12450H,Core i5,12450H,15.6,1920 x 1080 Pixels,IPS,144,250 nits,GF63 Thin 12UC-1006VN i5 12450H
Laptop MSI Gaming Raider GE77HX 12UHS-229VN i9 12900HX/64GB/2TB/17.3UHD/Nvidia RTX 3080Ti 16GB/Win11 (No.00882688),126990000.0,126990000.0,"17.3 inch, 3840 x 2160 Pixels, IPS, 120 Hz, IPS",i9,64,1024.0,NVIDIA GeForce RTX 3080 Ti 16GB; Intel Iris Xe Graphics,Windows 11,2.9,397 x 284 x 25.9 mm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-raider-ge77hx-12uhs-229vn-i9-12900hx,MSI,MSI Gaming Raider GE77HX 12UHS-229VN i9 12900HX,Core i9,12900HX,17.3,3840 x 2160 Pixels,IPS,120,IPS,Raider GE77HX 12UHS-229VN i9 12900HX
